id_cliente,nome,email,telefone,renda_mensal,score_credito,historico_inadimplente,localidade_interesse,tipo_imovel_interesse,data_cadastro
CLI-50613,,jade54@example.com,73 7910-8316,5686.0,340.0,1.0,Valparaíso de Goiás,Apartamento,
CLI-50614,Lucas Gabriel Borges,alice30@example.net,13 5176-5921,7179.0,670.0,0.0,Águas Claras,Casa,2026-07-30
CLI-50615,Luana Sousa,yaraujo@example.org,+55 77 8378-1080,5358.0,,0.0,Valparaíso de Goiás,Apartamento,2025-12-29
CLI-50616,Aurora Mendonça,davi-luiz91@example.org,68 1227-9772,4718.0,419.0,1.0,Ceilândia,Apartamento,2025-11-11
CLI-50617,Julia da Cruz,inascimento@example.org,+55 48 9418-7331,4043.0,,0.0,Ceilândia,Apartamento,2026-01-10
CLI-50618,Ana Carolina Monteiro,leonardoda-cruz@example.com,41 6020-5814,5301.0,525.0,0.0,Valparaíso de Goiás,Apartamento,2026-09-20
CLI-50619,Sr. Augusto Camargo,isabellyda-rosa@example.com,+55 61 7193-0355,11057.0,961.0,0.0,Jardim Botânico,Casa,2026-09-11
CLI-50620,Marcelo Rodrigues,eduardapacheco@example.net,81 3113-0567,6857.0,,0.0,Samambaia,Apartamento,2025-10-21
CLI-50621,Isis Gonçalves,fariascaleb@example.org,64 0168-9928,6620.0,473.0,1.0,Taguatinga,Casa,2026-03-01
CLI-50622,Pietra Pastor,,93 0089-0456,38675.0,590.0,0.0,Lago Norte,Apartamento,2026-03-16
CLI-50623,Carolina Moreira,hfarias@example.net,+55 47 1541-2310,17764.0,,,Asa Sul,Apartamento,2026-02-03
CLI-50624,Léo Cardoso,udas-neves@example.org,24 6073-7887,6891.0,410.0,1.0,Ceilândia,Casa,2026-01-10
CLI-50625,Liz Silva,fmonteiro@example.com,73 7278-9641,4580.0,534.0,0.0,Valparaíso de Goiás,Apartamento,2025-11-25
CLI-50626,Elisa da Costa,eloah07@example.net,+55 94 7147-5978,10266.0,638.0,0.0,Guará,,2025-12-11
CLI-50627,Antonella Cunha,vitoriapeixoto@example.com,+55 46 7206-4157,9302.0,351.0,1.0,Águas Claras,Casa,2026-07-12
CLI-50628,Maria Luiza Câmara,ferreiratheo@example.net,16 1754-8088,5661.0,812.0,0.0,Ceilândia,Apartamento,2026-06-24
CLI-50629,Ana Laura Costela,hrodrigues@example.net,+55 51 8355-6762,13991.0,651.0,0.0,Guará,Casa,2026-01-13
CLI-50630,Noah Sá,acasa-grande@example.net,+55 33 5025-0421,4506.0,377.0,1.0,Taguatinga,Apartamento,2025-10-12
CLI-50631,Maria Alice Teixeira,pietroborges@example.net,+55 34 3566-7760,5111.0,388.0,1.0,Taguatinga,Casa,2025-11-13
CLI-50632,,montenegrobrayan@example.org,45 9094-4605,7987.0,701.0,0.0,Águas Claras,Apartamento,2026-07-16
CLI-50633,,yago62@example.net,74 5147-6957,8678.0,,0.0,Guará,Casa,2026-07-09
CLI-50634,Isabella Sales,vgarcia@example.net,+55 61 4267-3828,8111.0,669.0,0.0,Águas Claras,Casa,2026-04-05
CLI-50635,Emilly Sampaio,znogueira@example.org,+55 99 2819-3326,9751.0,876.0,0.0,Jardim Botânico,Apartamento,
CLI-50636,Aylla Gomes,tmachado@example.org,,8844.0,345.0,1.0,Águas Claras,Apartamento,2026-04-04
CLI-50637,,maria-luisacorreia@example.org,83 9284-0265,4928.0,537.0,0.0,Samambaia,Casa,2026-09-14
CLI-50638,Gael Henrique Pimenta,,+55 53 0951-7175,4594.0,395.0,,Valparaíso de Goiás,Casa,2025-10-22
CLI-50639,Dr. Yuri Rodrigues,lunnaaraujo@example.net,+55 82 2602-0386,3857.0,507.0,0.0,Ceilândia,Casa,2025-10-06
CLI-50640,Yuri Guerra,da-pazmaria-clara@example.org,73 2688-8776,20842.0,346.0,1.0,Asa Norte,Apartamento,2026-05-06
CLI-50641,Enzo Gabriel Cunha,caua34@example.net,+55 13 2295-4284,,731.0,0.0,Ceilândia,Apartamento,2026-06-30
CLI-50642,Isaque Pinto,ravy63@example.org,0800 017 5190,4858.0,581.0,0.0,Taguatinga,Apartamento,2026-03-03
CLI-50643,Julia Nunes,bmarques@example.net,0500 938 1467,16867.0,321.0,0.0,Noroeste,Apartamento,2026-03-28
CLI-50644,João Pedro Cirino,rnogueira@example.org,95 1787-0233,5725.0,782.0,0.0,,Casa,2026-05-14
CLI-50645,,lunacavalcanti@example.com,,12568.0,476.0,1.0,Guará,Casa,2025-10-18
CLI-50646,Rafael Aparecida,aliceda-costa@example.net,+55 17 1334-4248,4278.0,846.0,0.0,,Casa,2025-12-06
CLI-50647,Thomas Rodrigues,albuquerquekamilly@example.net,+55 33 1024-7537,11593.0,548.0,1.0,Águas Claras,Casa,2025-11-23
CLI-50648,Dr. Ravi Rocha,almeidaaugusto@example.net,+55 69 0222-4041,4074.0,419.0,1.0,,Apartamento,2025-12-27
CLI-50649,Ryan Casa Grande,alvesmaria-luiza@example.com,64 2270-9819,3384.0,,1.0,Taguatinga,,2026-08-04
CLI-50650,Luna Câmara,bfogaca@example.org,15 0228-5474,6477.0,966.0,0.0,Samambaia,Apartamento,2026-04-05
CLI-50651,Maitê Nascimento,luannunes@example.org,89 5186-6079,4785.0,,1.0,Ceilândia,Apartamento,2026-07-18
CLI-50652,Hellena Oliveira,theodoro54@example.net,+55 64 3504-0806,7889.0,920.0,0.0,Jardim Botânico,Casa,2026-07-01
CLI-50653,Anna Liz Melo,goncalvesrael@example.org,0500 007 6783,6287.0,754.0,0.0,Valparaíso de Goiás,Apartamento,2026-02-17
CLI-50654,Eloá Moraes,nina07@example.com,14 4559-5858,3134.0,942.0,0.0,Valparaíso de Goiás,Casa,2026-01-23
CLI-50655,Isaac da Costa,pietrasantos@example.com,+55 89 0218-0068,5912.0,384.0,1.0,Águas Lindas de Goiás,Casa,2025-11-22
CLI-50656,Levi Fernandes,sabrina80@example.org,93 4948-0383,12235.0,739.0,0.0,Jardim Botânico,Apartamento,2026-02-17
CLI-50657,Dra. Ana Julia Carvalho,breno96@example.net,+55 42 5236-3037,3593.0,667.0,0.0,Valparaíso de Goiás,Casa,2026-03-05
CLI-50658,Sra. Ana Julia Mendes,domaparecida@example.com,,16541.0,865.0,0.0,Asa Norte,Apartamento,2026-05-28
CLI-50659,Anna Liz Barbosa,,+55 33 7783-9949,,,1.0,Guará,Apartamento,2026-05-02
CLI-50660,Asafe Cavalcanti,imontenegro@example.net,+55 45 3285-8511,6812.0,611.0,0.0,Valparaíso de Goiás,Casa,2025-10-25
CLI-50661,,guerraesther@example.net,+55 71 7147-9998,39325.0,641.0,0.0,Asa Norte,Apartamento,2026-07-12
CLI-50662,Natália Caldeira,riosvalentina@example.com,14 9815-3518,12475.0,962.0,0.0,,Casa,2025-10-23
CLI-50663,Yasmin Dias,freitassophie@example.org,24 2602-6904,6332.0,676.0,,Samambaia,Apartamento,2026-01-04
CLI-50664,Mariane Correia,rael04@example.com,63 3483-7988,5050.0,915.0,0.0,Taguatinga,,2026-08-15
CLI-50665,Rael Cassiano,portotheo@example.com,0900 420 9423,43646.0,494.0,1.0,Asa Norte,Casa,2025-11-12
CLI-50666,José Jesus,calebe39@example.net,91 8458-6422,6983.0,456.0,1.0,Valparaíso de Goiás,Apartamento,2026-08-02
CLI-50667,Luara Sousa,mirellada-conceicao@example.org,+55 99 0461-9291,6536.0,585.0,0.0,Samambaia,Apartamento,2026-01-01
CLI-50668,Sr. Pedro Peixoto,jpires@example.org,,10889.0,329.0,0.0,Águas Claras,Casa,2025-11-25
CLI-50669,Sr. Paulo Gonçalves,ana-sophia61@example.com,+55 18 2218-9270,,577.0,0.0,Sudoeste / Octogonal,Apartamento,2025-11-13
CLI-50670,Srta. Isis Câmara,,69 8156-0497,17359.0,851.0,0.0,Sudoeste / Octogonal,Casa,2025-10-25
CLI-50671,Danilo Nogueira,antonellamelo@example.com,+55 15 2723-9278,10199.0,762.0,0.0,Guará,Apartamento,2026-05-29
CLI-50672,Catarina Almeida,ana-liz10@example.net,,12590.0,562.0,0.0,Guará,Casa,
CLI-50673,,novaisnicolas@example.com,71 3129-0648,12508.0,482.0,0.0,Guará,,2026-09-10
CLI-50674,Luiz Gustavo Carvalho,ana-ceciliacunha@example.org,97 5057-2742,10697.0,796.0,,Guará,Apartamento,
CLI-50675,Davi Lucca Ramos,anacasa-grande@example.net,,5652.0,912.0,0.0,Valparaíso de Goiás,Apartamento,2026-03-20
CLI-50676,Lavínia Novaes,garciavinicius@example.org,85 4111-1787,6798.0,329.0,1.0,Samambaia,Casa,2026-05-15
CLI-50677,Sr. Rhavi Almeida,antonio34@example.org,+55 73 2086-8097,24902.0,785.0,0.0,Asa Norte,Apartamento,2026-04-19
CLI-50678,Allana Vieira,emilly73@example.org,,7497.0,787.0,0.0,Jardim Botânico,Apartamento,2026-03-27
CLI-50679,Yuri Porto,hrezende@example.com,+55 55 5212-9173,5293.0,618.0,0.0,Samambaia,Apartamento,2026-01-01
CLI-50680,Leandro Nascimento,da-rosatheo@example.com,+55 44 7330-6385,19051.0,755.0,0.0,Sudoeste / Octogonal,Casa,2026-06-02
CLI-50681,Maria Flor Gomes,francisco23@example.org,19 5184-6435,5378.0,559.0,0.0,Ceilândia,Casa,2026-06-05
CLI-50682,Maria Cavalcanti,lunnafogaca@example.net,+55 55 6225-0858,43232.0,831.0,0.0,Sudoeste / Octogonal,Casa,2026-02-10
CLI-50683,João Lucas Andrade,leandro16@example.net,92 8938-2178,,560.0,0.0,Guará,Apartamento,2026-01-21
CLI-50684,Luigi Camargo,,73 0066-1130,3578.0,593.0,0.0,Samambaia,,
CLI-50685,Ana Clara Brito,erick75@example.org,+55 43 4129-8389,5585.0,622.0,0.0,Taguatinga,Casa,2026-05-01
CLI-50686,Julia Vargas,alexandre63@example.org,,14533.0,325.0,1.0,Águas Claras,Apartamento,2026-05-04
CLI-50687,João Lucas Dias,eduardomachado@example.org,+55 81 3879-4138,35805.0,475.0,,Asa Sul,Casa,2026-03-18
CLI-50688,Antônio Rodrigues,kduarte@example.com,65 7530-0164,5562.0,784.0,0.0,Valparaíso de Goiás,Apartamento,2026-07-05
CLI-50689,Ana Sophia da Paz,sousajoao-guilherme@example.org,+55 68 9351-7689,3680.0,926.0,0.0,Samambaia,Apartamento,2026-04-14
CLI-50690,Enzo Gabriel Azevedo,ufonseca@example.com,46 1315-9435,9774.0,922.0,0.0,Guará,Apartamento,2026-09-19
CLI-50691,Ayla Duarte,moraestheo@example.net,+55 65 1314-8256,4927.0,403.0,1.0,Samambaia,Casa,2026-09-05
CLI-50692,Ravy Costela,valentina49@example.com,+55 69 1276-1681,,673.0,0.0,Águas Lindas de Goiás,,
CLI-50693,João Guilherme Viana,cavalcantemateus@example.com,+55 86 8130-1203,29099.0,828.0,0.0,Lago Sul,Apartamento,2026-06-17
CLI-50694,,efarias@example.net,+55 48 6651-9715,12827.0,608.0,0.0,Guará,Apartamento,2025-10-27
CLI-50695,Luiza Macedo,thomasmachado@example.com,,3927.0,553.0,0.0,Ceilândia,,2026-09-07
CLI-50696,Dra. Julia Cardoso,hellenasiqueira@example.com,83 4328-6752,9082.0,656.0,0.0,Águas Claras,Apartamento,2026-09-21
CLI-50697,Dr. Emanuel Alves,efernandes@example.org,+55 38 1271-5912,8853.0,926.0,,Guará,,2026-04-07
CLI-50698,Otto Pastor,lmontenegro@example.com,48 5693-5156,14674.0,972.0,0.0,Águas Claras,Casa,2026-01-22
CLI-50699,Vinicius Pereira,garciamirella@example.com,75 5749-4121,4931.0,346.0,0.0,Samambaia,Casa,2026-01-20
CLI-50700,Enrico Melo,apollo23@example.net,+55 18 6399-7426,9016.0,992.0,1.0,Jardim Botânico,Apartamento,2026-01-02
CLI-50701,Antony Abreu,gabriellypimenta@example.org,32 6095-4658,6066.0,634.0,0.0,Ceilândia,Casa,2026-08-01
CLI-50702,Vitor Cavalcanti,ayllagomes@example.net,67 5782-3514,5476.0,372.0,1.0,Ceilândia,Casa,2026-06-17
CLI-50703,Eduarda da Mata,nda-mota@example.net,+55 12 8063-2222,3203.0,,,Ceilândia,Casa,2026-03-02
CLI-50704,Pedro Henrique da Mata,stephany76@example.org,11 4065-0080,3129.0,422.0,1.0,Valparaíso de Goiás,Apartamento,2026-03-10
CLI-50705,Dra. Maysa da Rocha,brayanpereira@example.net,82 1080-2167,14803.0,708.0,0.0,Guará,Apartamento,2026-05-13
CLI-50706,Melina Jesus,abreujulia@example.com,+55 41 8387-5419,6166.0,993.0,0.0,Valparaíso de Goiás,Apartamento,2026-07-25
CLI-50707,Davi Luiz Fogaça,das-nevesemanuel@example.com,+55 46 7601-5861,5871.0,884.0,0.0,Águas Lindas de Goiás,Apartamento,2025-11-19
CLI-50708,Mirella Marques,pedro-henrique85@example.com,+55 63 7278-9885,33283.0,904.0,0.0,Sudoeste / Octogonal,Apartamento,2025-11-03
CLI-50709,Calebe Sá,pimentafernando@example.net,+55 13 3964-1167,26461.0,759.0,0.0,Lago Norte,Apartamento,2025-11-26
CLI-50710,Sofia Nunes,caldeiraisadora@example.net,+55 31 4066-0342,5957.0,369.0,1.0,Valparaíso de Goiás,Apartamento,2026-08-09
CLI-50711,Isabel Peixoto,ana-ceciliacassiano@example.net,+55 66 9426-3998,8297.0,649.0,0.0,Jardim Botânico,Apartamento,
CLI-50712,André Casa Grande,anthony-gabrielda-mata@example.com,86 4123-5437,13369.0,551.0,0.0,Guará,Casa,2026-06-13
CLI-50713,Luiz Gustavo Barros,silveiravinicius@example.net,,44931.0,349.0,1.0,Asa Sul,,2025-10-31
CLI-50714,Sophia Sousa,bfernandes@example.net,21 6042-4528,12757.0,912.0,0.0,Águas Claras,Casa,2026-01-06
CLI-50715,Ana Lívia Rezende,rioslara@example.net,+55 46 0630-1082,7717.0,602.0,0.0,Guará,Apartamento,2026-06-11
CLI-50716,André Almeida,valentimda-rocha@example.net,49 8651-2773,7964.0,459.0,0.0,Jardim Botânico,Apartamento,2026-05-15
CLI-50717,Marina Correia,maria-luizadias@example.net,,6155.0,300.0,0.0,Samambaia,Apartamento,2026-01-13
CLI-50718,Dom Silveira,zoeguerra@example.com,+55 65 9714-3100,5727.0,374.0,0.0,Águas Lindas de Goiás,Casa,2026-09-12
CLI-50719,Isis Nascimento,santosguilherme@example.net,34 5447-3393,43518.0,304.0,1.0,Sudoeste / Octogonal,Casa,2025-11-01
CLI-50720,Maria Cecília Rios,camaraana-liz@example.net,15 7244-7079,,875.0,0.0,Guará,Casa,2026-08-18
CLI-50721,Eloah Sousa,almeidalaura@example.net,37 7149-9832,9840.0,727.0,0.0,Águas Claras,Casa,2025-10-16
CLI-50722,,ncunha@example.org,,3866.0,831.0,0.0,Taguatinga,Apartamento,2026-03-06
CLI-50723,Pedro Henrique Pires,cassianopedro-lucas@example.org,+55 12 4680-5017,14204.0,592.0,1.0,Jardim Botânico,Casa,2025-09-28
CLI-50724,Esther Pinto,luanada-cunha@example.org,+55 67 4026-6526,4898.0,985.0,0.0,Samambaia,Casa,2026-02-07
CLI-50725,Melina Melo,xgoncalves@example.net,+55 41 5038-3323,9265.0,746.0,0.0,Jardim Botânico,Casa,2026-02-20
CLI-50726,Carlos Eduardo Farias,esthergarcia@example.net,64 2372-0622,36528.0,483.0,1.0,Lago Sul,Casa,2025-12-05
CLI-50727,,dpereira@example.com,98 5379-4919,7907.0,882.0,0.0,Águas Claras,Apartamento,2025-11-28
CLI-50728,,qdias@example.com,+55 89 0964-1843,,350.0,1.0,,Casa,2026-04-20
CLI-50729,Dom Monteiro,bmonteiro@example.net,+55 31 9768-6288,5517.0,834.0,0.0,Taguatinga,Apartamento,
CLI-50730,Maria Vitória Viana,thomas50@example.net,+55 34 2223-2077,9033.0,422.0,0.0,Águas Claras,Casa,2026-06-27
CLI-50731,Esther Alves,usantos@example.com,+55 63 0799-4351,12619.0,589.0,0.0,,Apartamento,2026-09-11
CLI-50732,Benício Mendes,davi34@example.net,+55 84 6220-6254,11777.0,821.0,,Guará,Apartamento,2026-06-30
CLI-50733,Maria Fernanda Ribeiro,rodrigo68@example.com,43 6754-4918,6941.0,941.0,0.0,Valparaíso de Goiás,Casa,2025-12-17
CLI-50734,Kevin Ramos,rebeca50@example.net,66 5496-0684,6252.0,474.0,0.0,Taguatinga,Casa,2026-09-01
CLI-50735,Sabrina Gomes,rafaela42@example.com,+55 49 1147-4648,,538.0,0.0,Taguatinga,Apartamento,2025-10-28
CLI-50736,,alicia68@example.org,33 7068-7470,11724.0,805.0,0.0,Jardim Botânico,Casa,2026-06-20
CLI-50737,Bernardo Vasconcelos,nsiqueira@example.com,27 1434-8622,4496.0,672.0,0.0,Ceilândia,Casa,2026-06-30
CLI-50738,Sophie da Mata,isaac57@example.com,63 3615-0885,4145.0,486.0,1.0,Valparaíso de Goiás,Casa,2026-06-18
CLI-50739,Yasmin Farias,rochaolivia@example.com,+55 47 0569-6489,14987.0,,0.0,Jardim Botânico,Casa,2026-03-27
CLI-50740,Emilly da Mota,,51 6951-0674,6978.0,691.0,0.0,Samambaia,,2026-09-10
CLI-50741,Ana Liz da Conceição,lucas-gabrielcastro@example.org,35 7705-6902,9360.0,894.0,0.0,Jardim Botânico,Casa,2026-04-09
CLI-50742,Arthur Lima,maria-cecilia43@example.net,51 0421-4779,3532.0,571.0,0.0,Taguatinga,Apartamento,
CLI-50743,,maria-helenabarros@example.org,61 2585-0056,18692.0,763.0,0.0,Noroeste,,2026-06-07
CLI-50744,Vinícius Rios,castrogael@example.com,+55 42 4462-2610,5727.0,688.0,1.0,Valparaíso de Goiás,Casa,2026-07-22
CLI-50745,Enzo Gabriel Dias,lopesdavi@example.com,+55 98 6135-3845,4343.0,312.0,0.0,Samambaia,Apartamento,
CLI-50746,Kamilly Ribeiro,vitoriamelo@example.net,+55 61 3832-1218,25215.0,379.0,1.0,Lago Sul,Casa,2026-08-25
CLI-50747,Manuella Guerra,theojesus@example.net,+55 65 2392-0607,6525.0,580.0,0.0,Samambaia,Apartamento,2025-10-22
CLI-50748,Stella Cavalcante,emanuellaguerra@example.com,27 6981-7753,13005.0,868.0,0.0,Jardim Botânico,Apartamento,
CLI-50749,Léo Montenegro,zrodrigues@example.org,12 8394-9515,36354.0,684.0,0.0,Lago Sul,Casa,
CLI-50750,Davi Luiz Camargo,fernanda79@example.org,+55 91 2071-0763,9946.0,428.0,1.0,Guará,Apartamento,2026-01-15
CLI-50751,Dr. Vinicius Porto,maria-fernanda89@example.net,84 8981-7521,6336.0,945.0,0.0,Valparaíso de Goiás,Apartamento,2026-04-23
CLI-50752,Oliver Abreu,cbarbosa@example.com,81 3593-0929,21558.0,721.0,0.0,Noroeste,Apartamento,2026-07-12
CLI-50753,Dante Costela,julianasilva@example.com,97 6482-4920,6157.0,366.0,1.0,,Apartamento,2025-10-10
CLI-50754,Caio Jesus,maria-vitoria13@example.org,32 4849-5814,5879.0,,0.0,Samambaia,Casa,2026-06-17
CLI-50755,Theodoro Vasconcelos,guerraolivia@example.org,71 7175-6594,3379.0,526.0,0.0,Águas Lindas de Goiás,Apartamento,2026-02-01
CLI-50756,Rafael Cavalcante,lizcarvalho@example.org,62 9627-9876,11347.0,391.0,1.0,Jardim Botânico,Apartamento,2025-09-29
CLI-50757,Ágatha Melo,cirinojosue@example.com,61 7168-6698,14026.0,454.0,1.0,Guará,Casa,2026-03-13
CLI-50758,Antonella Silva,enzoaraujo@example.net,+55 92 2863-9079,4861.0,526.0,0.0,,Apartamento,2026-04-09
CLI-50759,Sr. Enzo Gabriel da Costa,portotheo@example.org,46 3844-9497,7198.0,642.0,0.0,,Apartamento,2025-10-29
CLI-50760,Carlos Eduardo Barros,fnovais@example.org,+55 92 5001-5980,4279.0,619.0,0.0,Samambaia,Apartamento,2026-07-23
CLI-50761,Eduarda Siqueira,diasbrenda@example.com,+55 13 7337-7831,4476.0,827.0,0.0,Valparaíso de Goiás,Casa,2026-06-06
CLI-50762,Maria Liz Sá,mirella92@example.net,53 7449-5697,6382.0,541.0,,Taguatinga,Casa,2025-12-16
CLI-50763,Benjamin Barbosa,aparecidatheodoro@example.org,+55 44 7654-1985,3729.0,,0.0,Taguatinga,Apartamento,2026-03-12
CLI-50764,João Felipe Nogueira,da-rosalorena@example.net,21 9390-4294,11203.0,464.0,1.0,Jardim Botânico,,2025-10-13
CLI-50765,Gabrielly Jesus,larasales@example.net,,3217.0,,,,Apartamento,2026-04-22
CLI-50766,Srta. Ana Vitória Pastor,theoaraujo@example.org,62 9032-5554,10827.0,786.0,0.0,Jardim Botânico,Casa,2026-02-09
CLI-50767,Carolina Machado,oliviamartins@example.com,+55 64 0671-0102,3418.0,824.0,0.0,Águas Lindas de Goiás,Casa,2026-08-21
CLI-50768,Gustavo Farias,rafaelvieira@example.org,67 5487-4125,13503.0,403.0,1.0,Águas Claras,Apartamento,2026-08-07
CLI-50769,Clara Pinto,nunescaue@example.net,45 0889-1956,17795.0,566.0,0.0,Asa Norte,Apartamento,2025-12-22
CLI-50770,Sr. Dom Gonçalves,mathiascavalcante@example.net,+55 88 0381-9735,18621.0,526.0,0.0,Noroeste,Casa,
CLI-50771,Bernardo Mendes,kamilly11@example.com,45 9914-0422,4960.0,,0.0,Valparaíso de Goiás,Apartamento,
CLI-50772,Davi Luiz Melo,hnovaes@example.net,+55 92 7375-6516,11235.0,878.0,0.0,Águas Claras,Apartamento,2026-07-08
CLI-50773,Sra. Bianca Mendonça,luigi36@example.com,+55 43 4154-8612,5258.0,549.0,0.0,Taguatinga,Apartamento,2026-08-27
CLI-50774,Bárbara Rodrigues,mda-mota@example.org,+55 61 3306-8620,5509.0,435.0,1.0,Águas Lindas de Goiás,Apartamento,2025-11-28
CLI-50775,Olívia Vargas,tcaldeira@example.com,+55 15 0693-4308,3638.0,745.0,0.0,Águas Lindas de Goiás,Casa,2026-08-04
CLI-50776,Marcelo Machado,vieiradavi-luiz@example.org,84 8900-1913,6331.0,301.0,1.0,Ceilândia,Casa,2025-11-04
CLI-50777,Arthur Gabriel Rios,garciamaria-isis@example.org,+55 19 4612-5145,11727.0,327.0,0.0,Jardim Botânico,Apartamento,2025-10-20
CLI-50778,Sarah Carvalho,danilonovais@example.com,,14522.0,923.0,0.0,Guará,Apartamento,
CLI-50779,Isabella Mendes,guerraantonella@example.net,16 9557-3647,4883.0,524.0,0.0,Taguatinga,Casa,2026-04-12
CLI-50780,Ana Cecília Sousa,andre85@example.net,68 5792-6907,22800.0,416.0,1.0,Asa Sul,Casa,2026-04-02
CLI-50781,Clara Almeida,leonardoda-cunha@example.net,+55 95 1674-6097,4596.0,,0.0,Taguatinga,Casa,2026-06-24
CLI-50782,Sr. Daniel Correia,rafaelmoraes@example.org,0500 022 9264,6675.0,542.0,0.0,Ceilândia,Casa,2025-09-27
CLI-50783,Lara Cavalcanti,aurora61@example.org,+55 96 3300-7887,13638.0,862.0,0.0,Guará,Casa,2026-06-30
CLI-50784,Ana Beatriz Rodrigues,leonardonovais@example.net,+55 21 5117-8076,5695.0,455.0,0.0,Taguatinga,Apartamento,2025-12-31
CLI-50785,Hadassa Caldeira,almeidapaulo@example.org,73 4973-2916,9836.0,595.0,0.0,Águas Claras,Casa,2025-12-11
CLI-50786,Sr. Daniel Duarte,hcirino@example.com,22 6109-0449,36704.0,926.0,0.0,Lago Norte,Apartamento,2026-04-14
CLI-50787,Catarina Sousa,henry-gabriel90@example.org,63 4817-4073,3109.0,678.0,0.0,Samambaia,Apartamento,2026-04-19
CLI-50788,Rael da Cruz,cecilia94@example.org,+55 45 8932-5516,11797.0,926.0,0.0,Guará,Casa,2026-01-16
CLI-50789,Benício Fogaça,scasa-grande@example.net,+55 41 2578-0052,5606.0,733.0,0.0,Ceilândia,Casa,
CLI-50790,,davi-luccacardoso@example.com,82 1846-1049,3044.0,857.0,0.0,Águas Lindas de Goiás,Casa,2026-04-14
CLI-50791,Asafe da Mota,silveiradiego@example.com,27 6254-2977,29429.0,303.0,0.0,Sudoeste / Octogonal,Apartamento,2026-01-02
CLI-50792,Dr. João Lucas Lima,melissavasconcelos@example.net,+55 85 6451-7559,8104.0,810.0,0.0,Águas Claras,Apartamento,2026-05-25
CLI-50793,Gabrielly Gomes,zbarbosa@example.com,+55 98 7223-5806,7951.0,773.0,0.0,Guará,Apartamento,2025-12-16
CLI-50794,Dr. Henry Nunes,miguel54@example.com,61 8806-7173,6144.0,689.0,0.0,Águas Lindas de Goiás,Apartamento,2026-02-12
CLI-50795,Henry Machado,pedro-miguel29@example.net,48 6899-9418,6331.0,944.0,0.0,Ceilândia,Apartamento,2026-07-06
CLI-50796,Dr. Luigi Campos,gabrielbrito@example.net,11 8638-4991,13646.0,828.0,0.0,Jardim Botânico,Casa,2026-07-01
CLI-50797,Luara Nogueira,novaesmarina@example.com,+55 21 0137-9338,,408.0,1.0,Taguatinga,Apartamento,2026-08-17
CLI-50798,Anna Liz Caldeira,marquestheo@example.com,+55 14 9384-2901,4558.0,464.0,0.0,Valparaíso de Goiás,,2026-08-15
CLI-50799,Vitor Peixoto,sara73@example.org,+55 85 9749-2700,5016.0,400.0,1.0,Taguatinga,Apartamento,2025-11-04
CLI-50800,Cecília Castro,hferreira@example.org,86 9865-9028,15756.0,586.0,0.0,Sudoeste / Octogonal,Casa,2025-09-25
CLI-50801,Letícia Camargo,bfonseca@example.net,+55 63 4262-4853,5722.0,459.0,1.0,Valparaíso de Goiás,Casa,
CLI-50802,Matheus Abreu,ravibarros@example.net,+55 77 7455-8761,12748.0,744.0,0.0,Águas Claras,Apartamento,2026-01-27
CLI-50803,Otto Albuquerque,camposluiz-fernando@example.com,+55 15 8503-9199,5784.0,804.0,0.0,Ceilândia,Apartamento,2025-09-28
CLI-50804,Allana Sampaio,arthur-gabrielmartins@example.net,73 7152-0427,3742.0,368.0,0.0,Taguatinga,Casa,2026-01-24
CLI-50805,Arthur Miguel Fogaça,vitoria43@example.net,+55 75 6358-3513,5455.0,751.0,0.0,Taguatinga,Apartamento,2025-12-19
CLI-50806,Alexandre Pimenta,natalia17@example.org,+55 87 7953-1571,40890.0,549.0,0.0,Sudoeste / Octogonal,Casa,2026-05-10
CLI-50807,Dra. Maria Liz Fonseca,pereirafelipe@example.net,73 1288-2467,37019.0,,0.0,Noroeste,Casa,2025-10-08
CLI-50808,Rhavi Gonçalves,goncalvesgabriela@example.org,34 0399-4244,6124.0,430.0,1.0,Samambaia,,2025-12-02
CLI-50809,Olivia Pastor,da-pazlara@example.org,+55 32 8893-4371,30219.0,667.0,0.0,Asa Norte,Casa,2026-04-13
CLI-50810,Ayla Vasconcelos,gfernandes@example.com,21 3458-4491,7413.0,858.0,0.0,Jardim Botânico,Apartamento,2026-04-19
CLI-50811,Maria Sophia Fonseca,mateus27@example.org,65 2372-3195,11830.0,724.0,0.0,Águas Claras,Apartamento,2026-09-23
CLI-50812,Manuela Guerra,moraesarthur-miguel@example.org,,7830.0,,0.0,Águas Claras,Apartamento,2026-08-17
CLI-50813,Maria Laura Novais,,28 6957-4782,,325.0,1.0,Ceilândia,,2026-04-14
CLI-50814,Renan Correia,yan60@example.net,+55 94 5617-2341,4661.0,409.0,0.0,Ceilândia,,2026-09-07
CLI-50815,Francisco Porto,brenda76@example.net,+55 98 8857-1127,,852.0,0.0,Lago Sul,Apartamento,2026-08-15
CLI-50816,Natália Pastor,evelyn87@example.net,47 1936-4735,14508.0,969.0,0.0,Guará,Casa,2026-05-26
CLI-50817,Juan da Paz,beniciovasconcelos@example.net,86 1399-2144,25781.0,855.0,0.0,Asa Norte,Apartamento,2026-01-07
CLI-50818,Alice da Mata,allana61@example.org,+55 35 7656-0261,25525.0,423.0,0.0,Asa Norte,Apartamento,2026-05-31
CLI-50819,,samuelda-mata@example.org,+55 87 1857-0818,40998.0,,1.0,Lago Sul,Casa,2026-03-03
